artist_id,name,gender,birth_date,birth_place,nationality,description,country,region,province,latitude,longitude,active_start,active_end
ART25707984,Fabri Fibra,M,1976-10-17,Senigallia,Italia,rapper italiano (1976-),Italia,,Ancona,43.7149517,13.2179488,1996-01-01,
ART07024718,Fedez,M,1989-10-15,Milano,Italia,"rapper, personaggio televisivo e imprenditore italiano (1989-)",Italia,Lombardia,Milano,45.4641943,9.1896346,2006-01-01,
ART46711784,Frah Quintale,M,1989-12-27,Brescia,Italia,cantautore e rapper italiano (1989-),Italia,Lombardia,Brescia,45.7795804,10.425873,2006-01-01,
ART31005348,Frankie hi-nrg mc,M,1969-08-18,Torino,Italia,rapper e cantautore italiano (1969-),Italia,Piemonte,Torino,45.0677551,7.6824892,1991-01-01,
ART52465778,Fred De Palma,M,1989-11-03,Torino,Italia,cantautore e rapper italiano (1989-),Italia,Piemonte,Torino,45.0677551,7.6824892,,
ART85046033,Gemitaiz,M,1988-11-04,Roma,Italia,rapper e produttore discografico italiano (1988),Italia,Lazio,Roma,41.8933203,12.4829321,2003-01-01,
ART87162895,Geolier,M,2000-03-23,Napoli,Italia,rapper italiano (2000-),Italia,Campania,Napoli,40.8358846,14.2487679,,
ART83125571,Ghali,M,1993-05-21,Milano,Italia,rapper e cantautore italo-tunisino (1993-),Italia,Lombardia,Milano,45.4641943,9.1896346,2011-01-01,
ART73965015,Ghemon,M,1982-04-01,Avellino,Italia,"rapper, cantante e stand up comedian italiano",Italia,Campania,Avellino,40.9965446,15.140569,1996-01-01,
ART79325822,Grido,M,1979-03-30,Milano,Italia,rapper e cantautore italiano (1979),Italia,Lombardia,Milano,45.4641943,9.1896346,1996-01-01,
ART04141409,Guè,M,,,,,,,,0.0,0.0,,
ART91515842,Hell Raton,M,1990-05-14,Olbia,Italia,rapper e produttore discografico italiano (1990-),Italia,Sardegna,Gallura,40.9232659,9.5027442,,
ART59593021,Hindaco,F,,,,,,,,0.0,0.0,,
ART08177154,Il Tre,M,1997-01-01,Roma,Italia,rapper e cantautore italiano (1997-),Italia,Lazio,Roma,41.8933203,12.4829321,2015-01-01,
ART57730937,Inoki,M,1979-10-02,Roma,Italia,rapper e produttore discografico italiano (1979),Italia,Lazio,Roma,41.8933203,12.4829321,1996-01-01,
ART17812958,J-Ax,M,1972-08-05,Milano,Italia,"rapper, cantautore e produttore discografico italiano (1972-)",Italia,Lombardia,Milano,45.4641943,9.1896346,1990-01-01,
ART80977821,Jack The Smoker,M,1982-12-20,Milano,Italia,rapper e produttore discografico italiano (1982-),Italia,Lombardia,Milano,45.4641943,9.1896346,,
ART88792008,Jake La Furia,M,1979-02-25,Milano,Italia,rapper italiano (1979-),Italia,Lombardia,Milano,45.4641943,9.1896346,1999-01-01,
ART88199433,Joey (ITA),F,,,,,,,,0.0,0.0,,
ART07469279,Johnny Marsiglia,M,,,,,,,,0.0,0.0,,
ART88423027,La Pina,F,1970-06-20,Firenze,Italia,"rapper, conduttrice radiofonica e televisiva italiana (1970-)",Italia,Toscana,Firenze,43.7697955,11.2556404,,
ART39344115,Lazza,M,1994-08-22,Scampia,Italia,"rapper, musicista e produttore discografico italiano (1994-)",Italia,Campania,Napoli,40.8999881,14.2410519,2012-01-01,
ART05528539,Luchè,M,1981-01-07,Napoli,Italia,rapper e produttore discografico italiano,Italia,Campania,Napoli,40.8358846,14.2487679,,
ART20729624,Madame,F,2002-01-16,Vicenza,Italia,cantautrice e rapper italiana (2002-),Italia,Veneto,Vicenza,45.6348591,11.4063543,2018-01-01,
ART40433104,MadMan,M,1988-07-25,Grottaglie,Italia,rapper italiano (1988),Italia,Puglia,Taranto,40.5361927,17.4342206,2006-01-01,
ART16868977,Mahmood,M,1992-09-12,Milano,Italia,cantautore e paroliere italiano (1992-),Italia,Lombardia,Milano,45.4641943,9.1896346,2012-01-01,
ART61734477,MamboLosco,M,1991-08-16,Vicenza,Italia,rapper italiano (1991-),Italia,Veneto,Vicenza,45.6348591,11.4063543,,
ART02733420,Marracash,M,1979-05-22,Nicosia,Italia,rapper e produttore discografico italiano (1979-),Italia,Sicilia,Enna,37.747452,14.397271,1999-01-01,
ART63613967,Massimo Pericolo,M,1993-11-30,Gallarate,Italia,criminale e rapper italiano,Italia,Lombardia,Varese,45.6598951,8.7932013,,
ART37807199,Highsnob,M,,,,,,,,0.0,0.0,,
ART43601431,M¥SS KETA,F,,,,,,,,0.0,0.0,,
ART51628788,Miss Simpatia,F,,,,,,,,0.0,0.0,,
ART48537029,Mistaman,M,1976-09-11,Treviso,Italia,rapper italiano,Italia,Veneto,Treviso,45.8066913,12.2063158,,
ART66452136,Mistico,M,,,,tipo di barca a vela usata nel XVIII e XIX secolo,,,,0.0,0.0,,
ART91352277,Mondo Marcio,M,1986-12-01,Milano,Italia,rapper e produttore discografico italiano,Italia,Lombardia,Milano,45.4641943,9.1896346,,
ART71846481,Mr.Rain,M,1991-11-19,Desenzano del Garda,Italia,cantautore e rapper italiano (1991-),Italia,Lombardia,Brescia,45.4694851,10.5389467,2011-01-01,
ART86576759,Mudimbi,M,1986-10-17,San Benedetto del Tronto,Italia,cantante italiano,Italia,Marche,Ascoli Piceno,42.9525328,13.8807144,2013-01-01,
ART52272796,Neffa,M,1967-10-07,Scafati,Italia,"cantautore, rapper e produttore discografico italiano (1967-)",Italia,Campania,Salerno,40.7499887,14.5269491,1988-01-01,
ART62385172,Nerone,M,,,,opera lirica di Pietro Mascagni,,,,0.0,0.0,,
ART07629990,Nesli,M,1980-12-29,Senigallia,Italia,"cantautore, rapper e produttore discografico italiano",Italia,,Ancona,43.7149517,13.2179488,1990-01-01,
ART19060721,Niky Savage,M,1997-07-22,Milano,,Rapper italiano,Italia,Lombardia,Milano,45.4641943,9.1896346,,
ART78358659,Nitro,M,1993-02-11,Vicenza,Italia,rapper italiano (1993-),Italia,Veneto,Vicenza,45.6348591,11.4063543,2007-01-01,
ART07127070,Noyz Narcos,M,1979-12-15,Roma,Italia,rapper e produttore discografico italiano (1979-),Italia,Lazio,Roma,41.8933203,12.4829321,1996-01-01,
ART42220690,’O Zulù,M,,,,,,,,0.0,0.0,,
ART12092805,Papa V,M,2001-02-19,Pieve Emanuele,Italia,rapper italiano (2001-),Italia,Lombardia,Milano,45.3559126,9.2020722,,
ART66932389,Piotta,M,1973-04-26,Roma,Italia,rapper e produttore discografico italiano (1973-),Italia,Lazio,Roma,41.8933203,12.4829321,1994-01-01,
ART87389753,Priestess,F,,,,gruppo musicale canadese,,,,0.0,0.0,2003-01-01,
ART08456301,Rancore,M,1989-07-19,Roma,Italia,rapper italiano (1989-),Italia,Lazio,Roma,41.8933203,12.4829321,2004-01-01,
ART89596800,Rkomi,M,1994-04-19,Milano,Italia,rapper e cantautore italiano (1994-),Italia,Lombardia,Milano,45.4641943,9.1896346,2012-01-01,
ART17240256,Rocco Hunt,M,1994-11-21,Salerno,Italia,cantautore e rapper italiano (1994-),Italia,Campania,Salerno,40.4194416,15.3106085,2009-01-01,
ART08302616,Rondodasosa,M,2002-04-29,San Siro,Italia,rapper italiano (2002-),Italia,Lombardia,Milano,45.4782003,9.123964,,
ART04205421,Rosa Chemical,M,1998-01-30,Grugliasco,Italia,rapper e cantautore italiano (1998-),Italia,Piemonte,Torino,45.068046,7.57762,2015-01-01,
ART74676403,Rose Villain,F,1989-07-20,Milano,Italia,cantautrice e rapper italiana (1989-),Italia,Lombardia,Milano,45.4641943,9.1896346,2010-01-01,
ART02449272,Roshelle,F,1995-09-18,Lodi,Italia,cantante e rapper italiana (1995-),Italia,Lombardia,Lodi,45.2613104,9.4916781,2016-01-01,
ART48622722,Salmo,M,1984-06-29,Olbia,Italia,rapper e produttore discografico italiano (1984-),Italia,Sardegna,Gallura,40.9232659,9.5027442,1997-01-01,
ART56967402,Samuel Costa,M,,,,,,,,0.0,0.0,,
ART87497821,Sfera Ebbasta,M,1992-12-07,Sesto San Giovanni,Italia,rapper italiano (1992-),Italia,Lombardia,Milano,45.5357218,9.2376549,2011-01-01,
ART98307962,Shablo,M,1980-11-17,Buenos Aires,Argentina,disc jockey e produttore discografico italo-argentino (1980-),,,,44.8037407,10.1430038,,
ART26418649,Shade,M,1987-12-10,Torino,Italia,rapper e doppiatore italiano (1987-),Italia,Piemonte,Torino,45.0677551,7.6824892,2005-01-01,
ART64850829,Shiva,M,,,,dio indiano della distruzione e della trasformazione,,,,0.0,0.0,,
ART41225226,Skioffi,M,,,,,,,,0.0,0.0,,
ART28717687,Slait,M,1987-01-24,Olbia,Italia,rapper e produttore discografico italiano (1987-),Italia,Sardegna,Gallura,40.9232659,9.5027442,,
ART22979236,Sottotono,M,,,,gruppo musicale italiano,,,,0.0,0.0,,
ART85780419,Tedua,M,1994-02-21,Genova,Italia,"cantautore, rapper e attore italiano (1994-)",Italia,Liguria,Genova,44.40726,8.9338624,,
ART88026810,thasup,M,2001-03-17,Fiumicino,Italia,rapper e produttore discografico italiano (2001-),Italia,Lazio,Roma,41.7712145,12.2278855,2015-01-01,
ART51721248,Tony Boy,M,1999-09-26,Padova,Italia,rapper italiano (1999-),Italia,Veneto,Padova,45.391408,11.8058487,,
ART57242110,Tony Effe,M,1991-05-17,Roma,Italia,rapper italiano (1991-),Italia,Lazio,Roma,41.8933203,12.4829321,,
ART98118784,Tormento,M,1975-09-06,Reggio Calabria,Italia,"rapper, cantautore e beatmaker italiano (1975-)",Italia,Calabria,Reggio Calabria,38.1035389,15.6397556,,
ART15560128,Vacca,M,1979-10-21,Cagliari,Italia,rapper italiano,Italia,Sardegna,Cagliari,39.2171994,9.113311,2001-01-01,
ART57587384,Willie Peyote,M,1985-08-28,Torino,Italia,rapper e cantautore italiano (1985-),Italia,Piemonte,Torino,45.0677551,7.6824892,2004-01-01,
ART71515715,YEИDRY,F,,,,,,,,0.0,0.0,,
ART83631935,Yung Snapp,M,1996-08-06,Napoli,Italia,produttore discografico e rapper italiano,Italia,Campania,Napoli,40.8358846,14.2487679,,
ART_NEW_0001,Thelonious B.,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0002,RADICAL,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0003,Taxi B,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0004,Wayne,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0005,Boro,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0006,Macello,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0007,VillaBanks,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0008,18K,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0009,HEAVEN (ITA),Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0010,Thetesto,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0011,Pitta (ITA),Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0012,Samurai Jay,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0013,Spender,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0014,Angelino Panebianco,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0015,Carl Brave,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0016,Vipra,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0017,Rew (ITA),Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0018,Olly,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0019,Matsby,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0020,Roberto Vecchioni,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0021,Yem (ITA),Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0022,Drast,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0023,Annalisa,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0024,ARIETE,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0025,Slings,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0026,Gabe Simon,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0027,Melissa Gamberoni,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0028,Ytema,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0029,Ubriachi fanno cose,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0030,nayt,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0031,Mara Sattei,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0032,bbno$,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0033,Sick Luke,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0034,Tananai,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0035,Pinguini Tattici Nucleari,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0036,​​yungest Moonstar,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0037,Low Kidd,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0038,Lele Blade,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0039,Icy Subzero,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0040,MV Killa,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0041,Diss Gacha,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0042,Don Pero,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0043,Rhove,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0044,CoCo,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0045,Side Baby,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0046,Vale Lambo,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0047,Lil Baby,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0048,Kid Yugi,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0049,Laura Pausini,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0050,Pyrex (ITA),Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0051,IZI,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0052,Artie 5ive,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0053,French Montana,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0054,Takagi,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0055,Ketra,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0056,Tory Lanez,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0057,Giaime,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0058,Elodie,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0059,Clark P.,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0060,SHINE,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0061,Giso,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0062,Tinez (ITA),Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0063,El Feo,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0064,Il Nano,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0065,Infa,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0066,Dreke,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0067,Paska,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0068,Zevio,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0069,Secco,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0070,Warez,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0071,Axos,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0072,Amill Leonardo,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0073,Gianni Bismark,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0074,Junior Cally,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0075,Remmy,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0076,Nex Cassel,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0077,Silent Bob,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0078,G. Nano,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0079,Speranza,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0080,Danti,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0081,Ame 2.0,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0082,MIDO,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0083,Maruego,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0084,Egreen,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0085,Shari,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0086,MR Rizzus,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0087,L’Elfo,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0088,Mauro Bizzie,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0089,Hosawa,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0090,MRB,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0091,Gualti,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0092,Heartman,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0093,Pepito Rella,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0094,Strage,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0095,Eddy Veerus,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0096,DJ One-C,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0097,Analfak,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0098,Stevie Deville,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0099,C. Camacho,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0100,Jah Lingua,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0101,Kane Juice,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0102,Burro Banton,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0103,Simba La Rue,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0104,Paky,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0105,Astro (ITA),Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0106,22simba,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0107,Ateyaba,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0108,Ntò,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0109,Elettra Lamborghini,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0110,Night Skinny,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0111,North of Loreto,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0112,Vettosi,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0113,Il Profeta,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0114,Rasty Kilo,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0115,Rick Ross,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0116,Franco126,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0117,Ketama126,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0118,Rame,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0119,El Micha,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0120,​chiello,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0121,Stadio,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0122,Alborosie,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0123,Enzo Avitabile,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0124,Laïoung,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0125,Noizy,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0126,Elisa,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0127,Crookers,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0128,Akon,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0129,Dutchavelli,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0130,Jadakiss,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0131,Arlissa,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0132,Benny the Butcher,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0133,Big Boy Caprice,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0134,Farid Bang,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0135,Napoleone,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0136,Rosario Miraggio,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0137,Cosculluela,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0138,Chicoria,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0139,Ele A,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0140,Willy William,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0141,Enzo Dong,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0142,Vincenzo da Via Anfossi,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0143,Zuli,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0144,Duellz,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0145,Julia Lenti,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0146,Slim Thug,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0147,Daniele Vit,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0148,Montenero,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0149,Kleane,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0150,Kurdo,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0151,Majoe,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0152,Red Cafe,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0153,Nerissima Serpe,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0154,Izio Sklero,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0155,Peppino Di Capri,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0156,Aban,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0157,Duke Montana,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0158,Royal Mehdi,Unknown,,,,Auto-generated,,,,0.0,0.0,,
ART_NEW_0159,Sgarra,Unknown,,,,Auto-generated,,,,0.0,0.0,,
