"Feat_artist_id","feat_artist_name","Trending_Percentage","Trending_Factor"
"155","IZI","20,833333333333336","0,20833333333333334"
"156","Artie 5ive","23,076923076923077","0,23076923076923078"
"157","French Montana","0","0"
"158","Takagi","0","0"
"159","Ketra","0","0"
"160","Tory Lanez","0","0"
"161","Giaime","0","0"
"162","Elodie","12,5","0,125"
"163","Clark P.","0","0"
"164","SHINE","0","0"
"165","Giso","0","0"
"166","Tinez (ITA)","0","0"
"167","El Feo","0","0"
"168","Il Nano","0","0"
"169","Infa","0","0"
"170","Dreke","0","0"
"171","Paska","0","-0,16666666666666666"
"172","Zevio","0","0"
"173","Secco","25","0,25"
"174","Warez","16,666666666666664","0,16666666666666666"
"175","Axos","40","0,40000000000000002"
"176","Amill Leonardo","0","0"
"177","Gianni Bismark","25","0,25"
"178","Junior Cally","50","0,5"
"179","Remmy","0","0"
"180","Nex Cassel","0","0"
"181","Silent Bob","20","0,20000000000000001"
"182","G. Nano","12,5","0,125"
"183","Speranza","0","0"
"184","Danti","0","0"
"185","Ame 2.0","0","0"
"186","MIDO","0","0"
"187","Maruego","16,666666666666664","0,16666666666666666"
"188","Egreen","0","0"
"189","Shari","0","0"
"190","MR Rizzus","0","0"
"191","L’Elfo","0","0"
"192","Mauro Bizzie","0","0"
"193","Hosawa","0","0"
"194","MRB","0","0"
"195","Gualti","0","0"
"196","Heartman","0","0"
"197","Pepito Rella","50","0,5"
"198","Strage","0","0"
"199","Eddy Veerus","0","0"
"200","DJ One-C","0","0"
"201","Analfak","0","0"
"202","Stevie Deville","0","0"
"203","C. Camacho","0","0"
"204","Jah Lingua","0","0"
"205","Kane Juice","0","0"
"206","Burro Banton","0","0"
"207","Simba La Rue","14,285714285714285","0,14285714285714285"
"208","Paky","25","0,25"
"209","Astro (ITA)","0","0"
"210","22simba","0","0"
"211","Ateyaba","100","1"
"212","Ntò","5,8823529411764701","5,8823529411764705E-2"
"213","Elettra Lamborghini","50","0,5"
"214","Night Skinny","100","1"
"215","North of Loreto","100","1"
"216","Vettosi","0","0"
"217","Il Profeta","50","0,5"
"218","Rasty Kilo","14,285714285714285","0,14285714285714285"
"219","Rick Ross","50","0,5"
"220","Franco126","20","0,20000000000000001"
"221","Ketama126","0","0"
"222","Rame","0","0"
"223","El Micha","0","0"
"224","​chiello","0","0"
"225","Stadio","0","0"
"226","Alborosie","20","0,20000000000000001"
"227","Enzo Avitabile","0","0"
"228","Laïoung","0","0"
"229","Noizy","0","0"
"230","Elisa","0","0"
"231","Crookers","0","0"
"232","Akon","0","0"
"233","Dutchavelli","0","0"
"234","Jadakiss","0","0"
"235","Arlissa","0","0"
"236","Benny the Butcher","0","0"
"237","Big Boy Caprice","0","0"
"238","Farid Bang","0","0"
"239","Napoleone","0","0"
"240","Rosario Miraggio","0","0"
"241","Cosculluela","0","0"
"242","Chicoria","11,111111111111111","0,1111111111111111"
"243","Ele A","0","0"
"244","Willy William","0","0"
"245","Enzo Dong","14,285714285714285","0,14285714285714285"
"246","Vincenzo da Via Anfossi","8,695652173913043","8,6956521739130432E-2"
"247","Zuli","0","0"
"248","Duellz","0","0"
"249","Julia Lenti","0","0"
"250","Slim Thug","0","0"
"251","Daniele Vit","0","0"
"252","Montenero","0","0"
"253","Kleane","0","0"
"254","Kurdo","0","0"
"255","Majoe","0","0"
"256","Red Cafe","0","0"
"257","Nerissima Serpe","30","0,29999999999999999"
"258","Izio Sklero","0","0"
"259","Peppino Di Capri","0","0"
"260","Aban","0","0"
"261","Duke Montana","0","0"
"262","Royal Mehdi","0","0"
"263","Sgarra","0","0"
"264","Terron Fabio","0","0"
"265","Pronto","0","0"
"266","Ted Bee","0","0"
"267","T-Mez","0","0"
"268","Tek Money","0","0"
"269","Mutoidz","0","0"
"270","Rischio","0","0"
"271","FatFatCorfunk","0","0"
"272","Reverendo","14,285714285714285","0,14285714285714285"
"273","G-Max","0","0"
"274","Chief (ITA)","0","0"
"275","Ask?","0","0"
"276","Amir Issaa","0","0"
"277","Santo Trafficante","0","0"
"278","Esa","20","0,20000000000000001"
"279","Fuossera","0","0"
"280","Co’Sang","0","0"
"281","Jack Jaselli","0","0"
"282","Gora (ESP)","0","0"
"283","Killa Mazi","0","0"
"284","Gionni Grano","0","0"
"285","Tommy Poldo","0","0"
"286","Karkadan","0","0"
"287","Ganji Killah","0","0"
"288","Ricardo","0","0"
"289","Elmatadormc7","0","0"
"290","Sebastian / Killa Cali","0","0"
"291","Elisa Bee","0","0"
"292","Digi G’Alessio","0","0"
"293","Epi","0","0"
"294","Slesh","0","0"
"295","Ckrono","0","0"
"296","BAD iDEA","0","0"
"297","2moellers","0","0"
"298","Mecna","0","0"
"299","Ninho","0","0"
"300","Gunna","0","0"
"301","A Boogie wit da Hoodie","0","0"
"302","Lil Tjay","0","0"
"303","Luciano","0","0"
"304","Yamba","0","0"
"305","Morad","0","0"
"306","Peppe Soks","0","0"
"307","Bresh","7,6923076923076925","7,6923076923076927E-2"
"308","Aya Nakamura","0","0"
"309","Tion Wayne","0","0"
"310","Gazo","0","0"
"311","Russ Millions","0","0"
"312","Koba LaD","0","0"
"313","Leto","0","0"
"314","Lil Keed","0","0"
"315","Deal Pacino","0","0"
"316","AJ Tracey","0","0"
"317","Ugo Borghetti","50","0,5"
"318","Generic Animal","100","1"
"319","J Lord","0","0"
"320","Venerus","20","0,20000000000000001"
"321","Fight Pausa","0","0"
"322","Baby Gang","11,111111111111111","0,1111111111111111"
"323","Rafilù","0","0"
"324","Niko Pandetta","0","0"
"325","Gravante","0","0"
"326","Neima Ezza","0","0"
"327","Francesco Room","0","0"
"328","Jesto","16,666666666666664","0,16666666666666666"
"329","Pedar","0","0"
"330","Blue Virus","0","0"
"331","Garcia pá","0","0"
"332","Slava","0","0"
"333","TempoXso","0","0"
"334","Diluvio","0","0"
"335","Mr.Cioni","0","0"
"336","Feid","0","0"
"337","Angèle","0","0"
"338","Woodkid","0","0"
"339","Slim Soledad","0","0"
"340","Il Muro del Canto","33,333333333333329","0,33333333333333331"
"341","DJ Myke","0","0"
"342","Turi","0","0"
"343","Primo Brown","7,1428571428571423","7,1428571428571425E-2"
"344","Jenny B","0","0"
"345","Danno","50","0,5"
"346","MC Giaime","0","0"
"347","Lascars","0","0"
"348","Kobb D","0","0"
"349","Djuba","0","0"
"350","Devon Martinez","0","0"
"351","Psyco Killa a.k.a. Kontempla","0","0"
"352","Fabio Zanello","0","0"
"353","Turi & Compari","0","0"
"354","Assalti Frontali","0","0"
"355","Tiromancino","0","0"
"356","Modena City Ramblers","0","0"
"357","Adriano Viterbini","0","0"
"358","Francesco Di Giacomo","0","0"
"359","Bunna","0","0"
"360","Ginko","0","0"
"361","Kadim Fall","0","0"
"362","Deca","0","0"
"363","D-Bus","0","0"
"364","Mariangela","0","0"
"365","DJ Phella","0","0"
"366","Afu-Ra","0","0"
"367","Alice","0","0"
"368","Andrea Ra","0","0"
"369","Tony Blescia","50","0,5"
"370","Big Fish","0","0"
"371","Federica Carta","25","0,25"
"372","Erika Lei","0","0"
"373","Alice Pagani","0","0"
"374","TheRivati","0","0"
"375","Boomdabash","33,333333333333329","0,33333333333333331"
"376","Mama Marjas","0","0"
"377","Nello Taver","0","0"
"378","Mattak","0","0"
"379","Nicola Siciliano","0","0"
"380","Francesco Paura","0","0"
"381","LA NIÑA","25","0,25"
"382","Morfuco","0","0"
"383","Patto MC","0","0"
"384","Tonico 70","0","0"
"385","MC Polo","0","0"
"386","Ale Zin","0","0"
"387","Speaker Cenzou","20","0,20000000000000001"
"388","Uomodisu","0","0"
"389","Rametto","0","0"
"390","Rob Shamantide","0","0"
"391","Op’Rot","0","0"
"392","Kapwan","0","0"
"393","Dope One","0","0"
"394","Svez","0","0"
"395","Ekspo","0","0"
"396","Shaone","0","0"
"397","Sangue Mostro","0","0"
"398","El Koyote","0","0"
"399","Valerio Nazo","0","0"
"400","Dome Flame","0","0"
"401","Master Prod","0","0"
"402","Emcee O’Zi","0","0"
"403","Skarraphone","0","0"
"404","Ivan","0","0"
"405","Oyoshe","0","0"
"406","Peste Mc","0","0"
"407","Lucariello","0","0"
"408","Fabio Farti","0","0"
"409","Pino Daniele","0","0"
"410","Mouri","0","0"
"411","Meg","0","0"
"412","Kiave","0","0"
"413","Negrita","0","0"
"414","ILL BILL","0","0"
"415","Gigi Finizio","0","0"
"416","Jovanotti","0","0"
"417","R.A. The Rugged Man","0","0"
"418","Il Cile","12,5","0,125"
"419","James Senese","0","0"
"420","Pulce","0","0"
"421","Op’ Rot of GanjaFarm","0","0"
"422","Phil-One","0","0"
"423","DJ Snatch","0","0"
"424","Dope1","0","0"
"425","Capone (NA)","0","0"
"426","Kapone (ITA)","0","0"
"427","Lucio Dalla","0","0"
"428","Lello Romano","0","0"
"429","Tavornuncia","0","0"
"430","Silviatrank","0","0"
"431","OneMic","0","0"
"432","Malva (ITA)","0","0"
"433","Robertino MC","0","0"
"434","Giuliano Palma","10","0"
"435","Poopatch","0","0"
"436","Arisa","0","0"
"437","LamaIslam","0","0"
"438","Liv L’Raynge","0","0"
"439","Datura","0","0"
"440","Mc Mars","0","0"
"441","Adam Clay","0","0"
"442","Totò Mezzolla","0","0"
"443","Emiliano Pepe","0","0"
"444","Santy DJ","0","0"
"445","Kool G Rap","0","0"
"446","Roberto Baldi","0","0"
"447","Zenîma","0","0"
"448","Stylophonic","0","0"
"449","DJ Zak","33,333333333333329","0,33333333333333331"
"450","Infamous Mobb","0","0"
"451","Cris Cab","0","0"
"452","Carlo Lucarelli","0","0"
"453","Mic Meskin","0","0"
"454","Power Francers","0","0"
"455","Francesco Mandelli","0","0"
"456","Fabrizio Bigio","0","0"
"457","Daniel Vit","0","0"
"458","Dawn (ITA)","0","-1"
"459","Tosca Donati","0","0"
"460","Al’ Tariq","0","0"
"461","Black Attack","0","0"
"462","Torch","0","0"
"463","Rival Capone","0","0"
"464","Katiuscia e Natascia Queens of Ciarda","0","0"
"465","MC Thorn","100","1"
"466","Marya","100","1"
"467","Sab Sista","66,666666666666657","0,66666666666666663"
"468","Polare","0","0"
"469","Kikke","0","-1"
"470","Soul Boy","0","0"
"471","Thegiornalisti","100","1"
"472","COLAPESCEDIMARTINO","0","0"
"473","Al Castellana","0","-0,10000000000000001"
"474","Diego Mancino","0","0"
"475","Maurizio Carucci","0","0"
"476","Emma","0","0"
"477","Francesca Michielin","20","0,20000000000000001"
"478","Gel","0","0"
"479","Federico Zampaglione","0","0"
"480","Youssoupha","0","0"
"481","Metal Carter","7,6923076923076925","7,6923076923076927E-2"
"482","Claver Gold","0","0"
"483","Tredici Pietro","0","0"
"484","Simona Barbieri McKenzie","0","0"
"485","Gianna Nannini","0","0"
"486","Tommy Kuti","0","-0,5"
"487","Redman","0","0"
"488","Soprano","0","0"
"489","DJ Double S","11,111111111111111","0,1111111111111111"
"490","Supa (CDB)","0","0"
"491","Svedonio","0","0"
"492","Davide Tagliapietra","0","0"
"493","Marco Zangirolami","0","0"
"494","Tiziano Ferro","12,5","0,125"
"495","Gigi D’Alessio","0","0"
"496","Lele Adani","0","0"
"497","Maccio Capatonda","0","0"
"498","Chiara","0","0"
"499","Manuela Manca","0","0"
"500","Eros Ramazzotti","0","0"
"501","Mario Biondi","0","0"
"502","Zoa (ITA)","0","0"
"503","Irama","0","0"
"504","Dj 2Mani","0","0"
"505","Frank Siciliano","6,25","0,0625"
"506","DJ Shocca","28,571428571428569","0,2857142857142857"
"507","Stokka & MadBuddy","0","0"
"508","Giallo","0","0"
"509","Surow","0","0"
"510","Spregiudicati","0","0"
"511","Ze In The Clouds","0","0"
"512","Rido MC","0","0"
"513","DJ Tsura","0","0"
"514","Cali (ITA)","0","0"
"515","MadBuddy","0","0"
"516","Giancarlo Gentili","0","0"
"517","Giuann Shadai","0","0"
"518","DJ Dabito","0","0"
"519","Noemi","0","0"
"520","Disme","0","0"
"521","Mazza Ken","0","0"
"522","Big Rapo","0","0"
"523","Il Turco","0","0"
"524","Chapo 9th","0","0"
"525","DJ Jay-K","0","0"
"526","Joe Cassano","0","0"
"527","Gianni K.G.","0","0"
"528","Mopashà","0","0"
"529","Mc Casaoui","0","0"
"530","Real Ava","0","0"
"531","Balo1","0","0"
"532","Zinghero","0","0"
"533","Nunzio StreetChild","0","0"
"534","Youss Yakuza","0","0"
"535","Nest (ITA)","0","0"
"536","Tandem","0","0"
"537","Samuel","0","0"
"538","Nina Zilli","0","0"
"539","Brenno Itani","0","0"
"540","Brain (ITA)","0","0"
"541","Lil Dap","0","0"
"542","Tino Tracanna","0","0"
"543","Lady T","0","0"
"544","Mark One","0","0"
"545","Blumosso","0","0"
"546","Mad Dopa","0","0"
"547","Chiky Realeza","0","0"
"548","Barrabravas","0","0"
"549","King Dest","0","0"
"550","Favelas JFlouss","0","0"
"551","Asher Kuno","0","0"
"552","Luca Blindo","0","0"
"553","Awa Mirone","0","0"
"554","Afrob (DEU)","0","0"
"555","Sandreasy","0","0"
"556","Giulia Spallino","0","0"
"557","Deda","28,571428571428569","0,2857142857142857"
"558","Fadamat","0","0"
"559","Tekno Mobil Squad","0","0"
"560","El Rae Reale","0","0"
"561","Solo Zippo","0","0"
"562","Thug Team","0","0"
"563","Ov (ITA)","0","0"
"564","Zibba","0","0"
"565","Mefisto Brass","0","0"
"566","Miriam Ayaba","100","1"
"567","Alessio La Profunda Melodia","33,333333333333329","0,33333333333333331"
"568","8blevrai","0","0"
"569","Ana Mena","50","0,5"
"570","​anice","0","0"
"571","Luca Carboni","0","0"
"572","Brancar","0","0"
"573","Katerfrancers","0","0"
"574","Dj Kipp Kill","0","0"
"575","Lous and The Yakuza","0","0"
"576","Mozart La Para","0","0"
"577","Damian Marley","0","0"
"578","Davide Shorty","33,333333333333329","0,33333333333333331"
"579","Peter Bass","100","1"
"580","MezzoSangue","25","0,25"
"581","NIO (ITA)","0","0"
"582","Post Nebbia","0","0"
"583","DJ Beta Scratches","0","0"
"584","JSN","0","0"
"585","Thoé (ITA)","0","0"
"586","Kae (ITA)","0","0"
"587","Patrick Benifei","0","-0,25"
"588","Louis Dee","0","0"
"589","Hyst","0","0"
"590","Stokka","0","0"
"591","Rayden (ITA)","0","0"
"592","Palla Da Phella","0","0"
"593","Central Cee","100","1"
"594","Sacky","66,666666666666657","0,66666666666666663"
"595","Vale Pain","0","0"
"596","Abby 6ix","0","0"
"597","NLE Choppa","0","0"
"598","Keta","0","0"
"599","​Margola","0","0"
"600","Faneto","0","0"
"601","BLP KOSHER","0","0"
"602","Nemzzz","0","0"
"603","Freeze Corleone","0","0"
"604","Badda TD","0","0"
"605","Quavo","50","0,5"
"606","Future","0","0"
"607","Offset","0","0"
"608","SCH","0","0"
"609","7ARI","0","0"
"610","Steve Aoki","0","0"
"611","Lil Mosey","0","0"
"612","Miami Yacine","0","0"
"613","Lil Durk","0","0"
"614","PnB Rock","0","0"
"615","Rich The Kid","0","0"
"616","Gordo (ITA)","0","0"
"617","Tinie Tempah","0","0"
"618","Denny La Home","0","0"
"619","Lary Over","0","0"
"620","​lowlow","0","0"
"621","Lacrim","0","0"
"622","Cima","0","0"
"623","Yago Dose","0","0"
"624","Hoodrich Pablo Juan","0","0"
"625","Smacco","0","0"
"626","Gotik","0","0"
"627","Masta Rais","0","0"
"628","Junior K","0","0"
"629","Brian Blaster","0","0"
"630","Ecstra","0","0"
"631","GionnyScandal","0","0"
"632","DARKO (ITA)","0","0"
"633","TommySmoka","0","0"
"634","Romeo (ITA)","0","0"
"635","Nico Flasher","0","0"
"636","YK Osiris","0","0"
"637","Killacat","0","0"
"638","Luca Aquino","0","0"
"639","Calibro 35","0","0"
"640","Diodato","0","0"
"641","Musteeno","0","0"
"642","Pete Philly","0","0"
"643","Andrea Nardinocchi","0","0"
"644","Franco Negrè","0","0"
"645","Malika Ayane","0","0"
"646","DJ Ronin","0","0"
"647","Tony Fine","0","0"
"648","Lory Asson","0","0"
"649","Paola Folli","0","0"
"650","Bruno De Filippi","0","0"
"651","Paola Turci","0","0"
"652","Lola Feghaly","0","0"
"653","Carmelo Saenz Menzoda","0","0"
"654","Bengi","0","0"
"655","LA SAD","0","0"
"656","Thema","0","0"
"657","Wonderbra (ITA)","0","0"
"658","Paolo Brera","0","0"
"659","Kurtis Blow","0","0"
"660","Space One","0","0"
"661","Rosana","0","0"
"662","Coma_Cose","0","0"
"663","Spaghetti Funk","0","0"
"664","Mia Cooper (ITA)","0","0"
"665","Bugo","0","0"
"666","Gianni Morandi","0","0"
"667","Francesca Touré","0","0"
"668","Strano","0","0"
"669","Phase 2","50","0,5"
"670","DJ Lugi","50","0,5"
"671","Kaos","44,444444444444443","0,44444444444444442"
"672","Dre Love","25","0,25"
"673","TopCat (ITA)","100","1"
"674","Fede (Lyricalz)","100","1"
"675","Storyteller (rapper)","100","1"
"676","Camelz Finnezza Click","100","1"
"677","Left Side (ITA)","33,333333333333329","0,33333333333333331"
"678","Chef Ragoo","100","1"
"679","DJ Gruff","50","0,5"
"680","Sean Daniel Martin","50","0,5"
"681","DJ Skizo","25","0,25"
"682","DJ Stile","25","0,25"
"683","Anna Marotta","100","1"
"684","Joshua (ITA)","0","0"
"685","Joan Thiele","25","0,25"
"686","Elise (ITA)","0","0"
"687","Mc Mell’O’","0","0"
"688","La Famiglia","0","0"
"689","Carri D","0","0"
"690","STE (cantante)","0","0"
"691","Livio Cori","0","0"
"692","Wardogs (rap)","0","0"
"693","Giuliano Palma & The Bluebeaters","0","0"
"694","Riccardo Sinigallia","100","1"
"695","Enrico Ruggeri","0","0"
"696","Roy Paci","0","0"
"697","Paola Cortellesi","0","0"
"698","Pacifico","0","0"
"699","Antonio Rezza","0","0"
"700","Giorgia","0","0"
"701","Arnoldo Foà","0","0"
"702","Franca Valeri","0","0"
"703","Ascanio Celestini","0","0"
"704","Gianluca Nicoletti","0","0"
"705","Vaz Tè","16,666666666666664","0,16666666666666666"
"706","Guesan","33,333333333333329","0,33333333333333331"
"707","Ill Rave","50","0,5"
"708","Coyote Jo Bastard","0","0"
"709","RK (ITA)","0","0"
"710","Angelina Mango","0","0"
"711","Nebbïa","0","0"
"712","Nader Shah","0","0"
"713","​bnkr44","0","0"
"714","Federica Abbate","0","0"
"715","Sofiane","0","0"
"716","Krag Lee","0","0"
"717","Albe Ok","0","0"
"718","Radici Urbane","0","0"
"719","Mad Boys","0","0"
"720","UBR","0","0"
"721","Tylil","0","0"
"722","Matthew Marcantonio","100","1"
"723","John De Leo","50","0,5"
"724","Mishel Domenssain","100","1"
"725","Max Gazzè","100","1"
"726","Al Bano","100","1"
"727","Diego Perrone","0","0"
"728","D.M.C.","0","0"
"729","Tony Hadley","0","0"
"730","Michael Franti","0","0"
"731","Trigga (Stefano Ciannamea)","0","0"
"732","Dj Jan (ITA)","0","0"
"733","Gianni De Gennaro","0","0"
"734","Gedo (ITA)","0","0"
"735","Juso Tha Juice","0","0"
"736","Corrado Pani","0","0"
"737","Ironique","0","0"
"738","Nico Messina","0","0"
"739","Gucci Mane","0","0"
"740","Gaia","0","0"
"741","Ape","50","0,5"
"742","Zampa","14,285714285714285","0,14285714285714285"
"743","Lanz Khan","66,666666666666657","0,66666666666666663"
"744","Vegas Jones","30","0,29999999999999999"
"745","Cricca dei Balordi","0","0"
"746","Lord Bean","0","0"
"747","I Poeti Maledetti","0","0"
"748","Meddaman","0","0"
"749","Maury B","0","0"
"750","Davo (ITA)","0","0"
"751","Dafa","0","0"
"752","Micro (ITA)","0","0"
"753","Beng (Milanimale)","0","0"
"754","Phra","0","0"
"755","Bruno (ITA)","0","0"
"756","Kaso","0","0"
"757","Biko","0","0"
"758","Tension","0","0"
"759","Gene 5","0","0"
"760","Matteo Pelli","0","0"
"761","L’Aura (ITA)","0","0"
"762","Hernan Brando","0","0"
"763","Soul Reever","0","0"
"764","DJ Zeta","0","0"
"765","G Quagliano","0","0"
"766","Lyricalz","0","0"
"767","Anagogia","0","0"
"768","FK (FRA)","0","0"
"769","Reka The Saint","0","0"
"770","Mentispesse","0","0"
"771","Papa Ciccio","0","0"
"772","Men In Skratch","0","0"
"773","Supa","0","0"
"774","Mic Geronimo","0","0"
"775","Andre the Giant","0","0"
"776","Alessio Beltrami","0","0"
"777","Mr. Phil","0","0"
"778","The Beatnuts","0","0"
"779","A.M. (La Congrega)","0","0"
"780","MDT (ITA)","0","0"
"781","Macro Marco","0","0"
"782","Coliche","0","0"
"783","Metrostars","0","0"
"784","Aim 1","0","0"
"785","Soolking","0","0"
"786","LIBERATO","0","0"
"787","Mr Eazi","0","0"
"788","Draganov","0","0"
"789","Axell","0","0"
"790","Maite","0","-0,25"
"791","M.B.A","0","0"
"792","Buster (UK)","0","0"
"793","Agent Sasco (Assassin)","50","0,5"
"794","Biggie Bash","0","0"
"795","Raiz","0","0"
"796","Attila (ITA)","0","0"
"797","Andrea D’Alessio","0","0"
"798","Raige","0","-9,0909090909090912E-2"
"799","Peja","0","0"
"800","Y’akoto","0","0"
"801","Two Fingerz","0","0"
"802","Juelz","0","0"
"803","Gloria (ITA)","0","0"
"804","Killa Soul","0","0"
"805","Vox P","0","0"
"806","Be4","0","0"
"807","Hary","0","0"
"808","DJ 2P","0","0"
"809","BLANCO","0","0"
"810","Hatik","0","0"
"811","Jamil","20","0,20000000000000001"
"812","Nashley","33,333333333333329","0,33333333333333331"
"813","Kerim","100","1"
"814","Dium","0","0"
"815","Ghile","0","0"
"816","T-Mo","0","0"
"817","Mboss","0","0"
"818","Sickness El Bandog","0","0"
"819","Biska","0","0"
"820","Yung Fume","0","0"
"821","​loge (logedelrey)","0","0"
"822","Cromo","0","0"
"823","Leslie (ITA)","0","0"
"824","Pinkman (ITA)","0","0"
"825","Styles P","0","0"
"826","Rojas On The Beat","0","0"
"827","JP (ITA)","0","0"
"828","Pink Empire","0","0"
"829","En?gma","5,8823529411764701","5,8823529411764705E-2"
"830","Locker","0","0"
"831","Sa Razza","0","0"
"832","Nico Kyni","0","0"
"833","Melo (ITA)","0","0"
"834","KushGad","0","0"
"835","Los Fastidios","0","0"
"836","Numeri 2","0","0"
"837","Mosè Cov","0","0"
"838","Suarez Nacapito","0","0"
"839","Theone (ita)","0","0"
"840","Enzo Benz","0","0"
"841","Block Mameli","0","0"
